csv_line,case_num,modality,reference,status,resolved_path,decode_error
367,366,clinic,FCL/Fcl049.jpg,exact,FCL/Fcl049.jpg,
368,367,derm,FCL/FCL052.JPG,exact,FCL/FCL052.JPG,
368,367,clinic,FCL/Fcl051.jpg,exact,FCL/Fcl051.jpg,
369,368,derm,FCL/FCL066.JPG,exact,FCL/FCL066.JPG,
369,368,clinic,FCL/Fcl065.jpg,exact,FCL/Fcl065.jpg,
370,369,derm,FCL/Fcl070.jpg,exact,FCL/Fcl070.jpg,
370,369,clinic,FCL/FCL069.JPG,exact,FCL/FCL069.JPG,
371,370,derm,FCL/Fcl076.jpg,exact,FCL/Fcl076.jpg,
371,370,clinic,FCL/FCL075.JPG,exact,FCL/FCL075.JPG,
372,371,derm,FCL/Fcl080.jpg,exact,FCL/Fcl080.jpg,
372,371,clinic,FCL/Fcl079.jpg,exact,FCL/Fcl079.jpg,
373,372,derm,FCL/Fcl090.jpg,exact,FCL/Fcl090.jpg,
373,372,clinic,FCL/FCL089.JPG,exact,FCL/FCL089.JPG,
374,373,derm,FCL/Fcl094.jpg,exact,FCL/Fcl094.jpg,
374,373,clinic,FCL/FCL093.JPG,exact,FCL/FCL093.JPG,
375,374,derm,FCL/Fcl096.jpg,exact,FCL/Fcl096.jpg,
375,374,clinic,FCL/Fcl095.jpg,exact,FCL/Fcl095.jpg,
376,375,derm,FCL/Fcl098.jpg,exact,FCL/Fcl098.jpg,
376,375,clinic,FCL/Fcl097.jpg,exact,FCL/Fcl097.jpg,
377,376,derm,FEL/Fel002.jpg,exact,FEL/Fel002.jpg,
377,376,clinic,FEL/FEL001.JPG,exact,FEL/FEL001.JPG,
378,377,derm,FEL/Fel016.jpg,exact,FEL/Fel016.jpg,
378,377,clinic,FEL/Fel015.jpg,exact,FEL/Fel015.jpg,
379,378,derm,FEL/Fel018.jpg,exact,FEL/Fel018.jpg,
379,378,clinic,FEL/Fel017.jpg,exact,FEL/Fel017.jpg,
380,379,derm,FEL/Fel024.jpg,exact,FEL/Fel024.jpg,
380,379,clinic,FEL/Fel023.jpg,exact,FEL/Fel023.jpg,
381,380,derm,FEL/Fel030.jpg,exact,FEL/Fel030.jpg,
381,380,clinic,FEL/Fel029.jpg,exact,FEL/Fel029.jpg,
382,381,derm,FEL/Fel034.jpg,exact,FEL/Fel034.jpg,
382,381,clinic,FEL/Fel033.jpg,exact,FEL/Fel033.jpg,
383,382,derm,FEL/Fel052.jpg,exact,FEL/Fel052.jpg,
383,382,clinic,FEL/Fel051.jpg,exact,FEL/Fel051.jpg,
384,383,derm,FEL/Fel064.jpg,exact,FEL/Fel064.jpg,
384,383,clinic,FEL/Fel063.jpg,exact,FEL/Fel063.jpg,
385,384,derm,FEL/Fel068.jpg,exact,FEL/Fel068.jpg,
385,384,clinic,FEL/Fel067.jpg,exact,FEL/Fel067.jpg,
386,385,derm,FEL/Fel070.jpg,exact,FEL/Fel070.jpg,
386,385,clinic,FEL/Fel069.jpg,exact,FEL/Fel069.jpg,
387,386,derm,FEL/Fel072.jpg,exact,FEL/Fel072.jpg,
387,386,clinic,FEL/Fel071.jpg,exact,FEL/Fel071.jpg,
388,387,derm,FEL/Fel082.jpg,exact,FEL/Fel082.jpg,
388,387,clinic,FEL/Fel081.jpg,exact,FEL/Fel081.jpg,
389,388,derm,FEL/Fel084.jpg,exact,FEL/Fel084.jpg,
389,388,clinic,FEL/Fel083.jpg,exact,FEL/Fel083.jpg,
390,389,derm,FEL/Fel086.jpg,exact,FEL/Fel086.jpg,
390,389,clinic,FEL/Fel085.jpg,exact,FEL/Fel085.jpg,
391,390,derm,FEL/Fel088.jpg,exact,FEL/Fel088.jpg,
391,390,clinic,FEL/Fel087.jpg,exact,FEL/Fel087.jpg,
392,391,derm,FEL/Fel096.jpg,exact,FEL/Fel096.jpg,
392,391,clinic,FEL/Fel095.jpg,exact,FEL/Fel095.jpg,
393,392,derm,FEL/Fel100.jpg,exact,FEL/Fel100.jpg,
393,392,clinic,FEL/Fel099.jpg,exact,FEL/Fel099.jpg,
394,393,derm,FFL/FFL002.JPG,exact,FFL/FFL002.JPG,
394,393,clinic,FFL/Ffl001.jpg,exact,FFL/Ffl001.jpg,
395,394,derm,FFL/FFL004.JPG,exact,FFL/FFL004.JPG,
395,394,clinic,FFL/Ffl003.jpg,exact,FFL/Ffl003.jpg,
396,395,derm,FFL/FFL006.JPG,exact,FFL/FFL006.JPG,
396,395,clinic,FFL/Ffl005.jpg,exact,FFL/Ffl005.jpg,
397,396,derm,FFL/FFL008.JPG,exact,FFL/FFL008.JPG,
397,396,clinic,FFL/Ffl007.jpg,exact,FFL/Ffl007.jpg,
398,397,derm,FFL/Ffl010.jpg,exact,FFL/Ffl010.jpg,
398,397,clinic,FFL/Ffl009.jpg,exact,FFL/Ffl009.jpg,
399,398,derm,FFL/Ffl014.jpg,exact,FFL/Ffl014.jpg,
399,398,clinic,FFL/Ffl013.jpg,exact,FFL/Ffl013.jpg,
400,399,derm,FFL/Ffl016.jpg,exact,FFL/Ffl016.jpg,
400,399,clinic,FFL/Ffl015.jpg,exact,FFL/Ffl015.jpg,
401,400,derm,FFL/FFL032.JPG,exact,FFL/FFL032.JPG,
401,400,clinic,FFL/Ffl031.jpg,exact,FFL/Ffl031.jpg,
402,401,derm,FFL/Ffl066.jpg,exact,FFL/Ffl066.jpg,
402,401,clinic,FFL/Ffl065.jpg,exact,FFL/Ffl065.jpg,
403,402,derm,FFL/Ffl078.jpg,exact,FFL/Ffl078.jpg,
403,402,clinic,FFL/Ffl077.jpg,exact,FFL/Ffl077.jpg,
404,403,derm,FFL/Ffl082.jpg,exact,FFL/Ffl082.jpg,
404,403,clinic,FFL/Ffl081.jpg,exact,FFL/Ffl081.jpg,
405,404,derm,FFL/Ffl100.jpg,exact,FFL/Ffl100.jpg,
405,404,clinic,FFL/Ffl099.jpg,exact,FFL/Ffl099.jpg,
406,405,derm,FDL/Fdl002.jpg,exact,FDL/Fdl002.jpg,
406,405,clinic,FDL/Fdl001.jpg,exact,FDL/Fdl001.jpg,
407,406,derm,FDL/Fdl020.jpg,exact,FDL/Fdl020.jpg,
407,406,clinic,FDL/Fdl019.jpg,exact,FDL/Fdl019.jpg,
408,407,derm,Fll/Fll065.jpg,exact,Fll/Fll065.jpg,
408,407,clinic,Fll/Fll064.jpg,exact,Fll/Fll064.jpg,
409,408,derm,FDL/Fdl028.jpg,exact,FDL/Fdl028.jpg,
409,408,clinic,FDL/Fdl027.jpg,exact,FDL/Fdl027.jpg,
410,409,derm,FDL/Fdl030.jpg,exact,FDL/Fdl030.jpg,
410,409,clinic,FDL/Fdl029.jpg,exact,FDL/Fdl029.jpg,
411,410,derm,FDL/Fdl054.jpg,exact,FDL/Fdl054.jpg,
411,410,clinic,FDL/Fdl053.jpg,exact,FDL/Fdl053.jpg,
412,411,derm,Fll/Fll083.jpg,exact,Fll/Fll083.jpg,
412,411,clinic,Fll/Fll082.jpg,exact,Fll/Fll082.jpg,
413,412,derm,Fgl/Fgl002.jpg,exact,Fgl/Fgl002.jpg,
413,412,clinic,Fgl/Fgl001.jpg,exact,Fgl/Fgl001.jpg,
414,413,derm,Gcl/Gcl073.jpg,exact,Gcl/Gcl073.jpg,
414,413,clinic,Gcl/Gcl072.jpg,exact,Gcl/Gcl072.jpg,
415,414,derm,Ggl/Ggl024.jpg,exact,Ggl/Ggl024.jpg,
415,414,clinic,Ggl/Ggl023.jpg,exact,Ggl/Ggl023.jpg,
416,415,derm,Ggl/Ggl052.jpg,exact,Ggl/Ggl052.jpg,
416,415,clinic,Ggl/Ggl051.jpg,exact,Ggl/Ggl051.jpg,
417,416,derm,Ggl/Ggl060.jpg,exact,Ggl/Ggl060.jpg,
417,416,clinic,Ggl/Ggl059.jpg,exact,Ggl/Ggl059.jpg,
418,417,derm,Ggl/Ggl062.jpg,exact,Ggl/Ggl062.jpg,
418,417,clinic,Ggl/Ggl061.jpg,exact,Ggl/Ggl061.jpg,
419,418,derm,Ggl/Ggl034.jpg,exact,Ggl/Ggl034.jpg,
419,418,clinic,Ggl/Ggl033.jpg,exact,Ggl/Ggl033.jpg,
420,419,derm,Ggl/Ggl074.jpg,exact,Ggl/Ggl074.jpg,
420,419,clinic,Ggl/Ggl073.jpg,exact,Ggl/Ggl073.jpg,
421,420,derm,Ggl/Ggl076.jpg,exact,Ggl/Ggl076.jpg,
421,420,clinic,Ggl/Ggl075.jpg,exact,Ggl/Ggl075.jpg,
422,421,derm,Ggl/Ggl078.jpg,exact,Ggl/Ggl078.jpg,
422,421,clinic,Ggl/Ggl077.jpg,exact,Ggl/Ggl077.jpg,
423,422,derm,Ggl/Ggl088.jpg,exact,Ggl/Ggl088.jpg,
423,422,clinic,Ggl/Ggl087.jpg,exact,Ggl/Ggl087.jpg,
424,423,derm,Fgl/Fgl036.jpg,exact,Fgl/Fgl036.jpg,
424,423,clinic,Fgl/Fgl003.jpg,exact,Fgl/Fgl003.jpg,
425,424,derm,Fgl/Fgl008.jpg,exact,Fgl/Fgl008.jpg,
425,424,clinic,Fgl/Fgl009.jpg,exact,Fgl/Fgl009.jpg,
426,425,derm,Fgl/Fgl010.jpg,exact,Fgl/Fgl010.jpg,
426,425,clinic,Fgl/Fgl022.jpg,exact,Fgl/Fgl022.jpg,
427,426,derm,Fgl/Fgl012.jpg,exact,Fgl/Fgl012.jpg,
427,426,clinic,Fgl/Fgl011.jpg,exact,Fgl/Fgl011.jpg,
428,427,derm,Fgl/Fgl014.jpg,exact,Fgl/Fgl014.jpg,
428,427,clinic,Fgl/Fgl013.jpg,exact,Fgl/Fgl013.jpg,
429,428,derm,Fll/Fll087.jpg,exact,Fll/Fll087.jpg,
429,428,clinic,Fll/Fll086.jpg,exact,Fll/Fll086.jpg,
430,429,derm,Fgl/Fgl005.jpg,exact,Fgl/Fgl005.jpg,
430,429,clinic,Fgl/Fgl040.jpg,exact,Fgl/Fgl040.jpg,
431,430,derm,Fll/Fll091.jpg,exact,Fll/Fll091.jpg,
431,430,clinic,Fll/Fll090.jpg,exact,Fll/Fll090.jpg,
432,431,derm,Fgl/Fgl042.jpg,exact,Fgl/Fgl042.jpg,
432,431,clinic,Fgl/Fgl041.jpg,exact,Fgl/Fgl041.jpg,
433,432,derm,Fgl/Fgl047.jpg,exact,Fgl/Fgl047.jpg,
433,432,clinic,Fgl/Fgl046.jpg,exact,Fgl/Fgl046.jpg,
434,433,derm,Fgl/Fgl051.jpg,exact,Fgl/Fgl051.jpg,
434,433,clinic,Fgl/Fgl050.jpg,exact,Fgl/Fgl050.jpg,
435,434,derm,Fgl/Fgl055.jpg,exact,Fgl/Fgl055.jpg,
435,434,clinic,Fgl/Fgl054.jpg,exact,Fgl/Fgl054.jpg,
436,435,derm,Fgl/Fgl068.jpg,exact,Fgl/Fgl068.jpg,
436,435,clinic,Fgl/Fgl069.jpg,exact,Fgl/Fgl069.jpg,
437,436,derm,Fgl/Fgl072.jpg,exact,Fgl/Fgl072.jpg,
437,436,clinic,Fgl/Fgl071.jpg,exact,Fgl/Fgl071.jpg,
438,437,derm,Fgl/Fgl078.jpg,exact,Fgl/Fgl078.jpg,
438,437,clinic,Fgl/Fgl077.jpg,exact,Fgl/Fgl077.jpg,
439,438,derm,Fhl/Fhl030.jpg,exact,Fhl/Fhl030.jpg,
439,438,clinic,Fhl/Fhl029.jpg,exact,Fhl/Fhl029.jpg,
440,439,derm,Fhl/Fhl032.jpg,exact,Fhl/Fhl032.jpg,
440,439,clinic,Fhl/Fhl031.jpg,exact,Fhl/Fhl031.jpg,
441,440,derm,Fhl/Fhl034.jpg,exact,Fhl/Fhl034.jpg,
441,440,clinic,Fhl/Fhl033.jpg,exact,Fhl/Fhl033.jpg,
442,441,derm,Fhl/Fhl038.jpg,exact,Fhl/Fhl038.jpg,
442,441,clinic,Fhl/Fhl037.jpg,exact,Fhl/Fhl037.jpg,
443,442,derm,Fhl/Fhl040.jpg,exact,Fhl/Fhl040.jpg,
443,442,clinic,Fhl/Fhl039.jpg,exact,Fhl/Fhl039.jpg,
444,443,derm,Fhl/Fhl042.jpg,exact,Fhl/Fhl042.jpg,
444,443,clinic,Fhl/Fhl041.jpg,exact,Fhl/Fhl041.jpg,
445,444,derm,Fhl/Fhl064.jpg,exact,Fhl/Fhl064.jpg,
445,444,clinic,Fhl/Fhl063.jpg,exact,Fhl/Fhl063.jpg,
446,445,derm,Fhl/Fhl066.jpg,exact,Fhl/Fhl066.jpg,
446,445,clinic,Fhl/Fhl065.jpg,exact,Fhl/Fhl065.jpg,
447,446,derm,Fhl/Fhl070.jpg,exact,Fhl/Fhl070.jpg,
447,446,clinic,Fhl/Fhl069.jpg,exact,Fhl/Fhl069.jpg,
448,447,derm,Fhl/Fhl072.jpg,exact,Fhl/Fhl072.jpg,
448,447,clinic,Fhl/Fhl071.jpg,exact,Fhl/Fhl071.jpg,
449,448,derm,Fhl/Fhl074.jpg,exact,Fhl/Fhl074.jpg,
449,448,clinic,Fhl/Fhl073.jpg,exact,Fhl/Fhl073.jpg,
450,449,derm,Fhl/Fhl076.jpg,exact,Fhl/Fhl076.jpg,
450,449,clinic,Fhl/Fhl075.jpg,exact,Fhl/Fhl075.jpg,
451,450,derm,Fhl/Fhl078.jpg,exact,Fhl/Fhl078.jpg,
451,450,clinic,Fhl/Fhl077.jpg,exact,Fhl/Fhl077.jpg,
452,451,derm,Fhl/Fhl080.jpg,exact,Fhl/Fhl080.jpg,
452,451,clinic,Fhl/Fhl079.jpg,exact,Fhl/Fhl079.jpg,
453,452,derm,Fhl/Fhl082.jpg,exact,Fhl/Fhl082.jpg,
453,452,clinic,Fhl/Fhl081.jpg,exact,Fhl/Fhl081.jpg,
454,453,derm,Fhl/Fhl084.jpg,exact,Fhl/Fhl084.jpg,
454,453,clinic,Fhl/Fhl083.jpg,exact,Fhl/Fhl083.jpg,
455,454,derm,Fhl/Fhl086.jpg,exact,Fhl/Fhl086.jpg,
455,454,clinic,Fhl/Fhl085.jpg,exact,Fhl/Fhl085.jpg,
456,455,derm,Fhl/Fhl088.jpg,exact,Fhl/Fhl088.jpg,
456,455,clinic,Fhl/Fhl087.jpg,exact,Fhl/Fhl087.jpg,
457,456,derm,Fhl/Fhl090.jpg,exact,Fhl/Fhl090.jpg,
457,456,clinic,Fhl/Fhl089.jpg,exact,Fhl/Fhl089.jpg,
458,457,derm,Fhl/Fhl092.jpg,exact,Fhl/Fhl092.jpg,
458,457,clinic,Fhl/Fhl091.jpg,exact,Fhl/Fhl091.jpg,
459,458,derm,Fhl/Fhl094.jpg,exact,Fhl/Fhl094.jpg,
459,458,clinic,Fhl/Fhl093.jpg,exact,Fhl/Fhl093.jpg,
460,459,derm,Fhl/Fhl096.jpg,exact,Fhl/Fhl096.jpg,
460,459,clinic,Fhl/Fhl095.jpg,exact,Fhl/Fhl095.jpg,
461,460,derm,Fhl/Fhl098.jpg,exact,Fhl/Fhl098.jpg,
461,460,clinic,Fhl/Fhl097.jpg,exact,Fhl/Fhl097.jpg,
462,461,derm,Fhl/Fhl100.jpg,exact,Fhl/Fhl100.jpg,
462,461,clinic,Fhl/Fhl099.jpg,exact,Fhl/Fhl099.jpg,
463,462,derm,Fll/Fll142.jpg,exact,Fll/Fll142.jpg,
463,462,clinic,Fll/Fll141.jpg,exact,Fll/Fll141.jpg,
464,463,derm,Fil/Fil062.jpg,exact,Fil/Fil062.jpg,
464,463,clinic,Fil/Fil061.jpg,exact,Fil/Fil061.jpg,
465,464,derm,Fml/Fml010.jpg,exact,Fml/Fml010.jpg,
465,464,clinic,Fml/Fml009.jpg,exact,Fml/Fml009.jpg,
466,465,derm,Fml/Fml020.jpg,exact,Fml/Fml020.jpg,
466,465,clinic,Fml/Fml019.jpg,exact,Fml/Fml019.jpg,
467,466,derm,Fil/Fil088.jpg,exact,Fil/Fil088.jpg,
467,466,clinic,Fil/Fil087.jpg,exact,Fil/Fil087.jpg,
468,467,derm,Fil/Fil094.jpg,exact,Fil/Fil094.jpg,
468,467,clinic,Fil/Fil093.jpg,exact,Fil/Fil093.jpg,
469,468,derm,NML/Nml067.jpg,exact,NML/Nml067.jpg,
469,468,clinic,NML/Nml066.jpg,exact,NML/Nml066.jpg,
470,469,derm,NLL/Nll024.jpg,exact,NLL/Nll024.jpg,
470,469,clinic,NLL/Nll023.jpg,exact,NLL/Nll023.jpg,
471,470,derm,NEL/Nel012.jpg,exact,NEL/Nel012.jpg,
471,470,clinic,NEL/Nel013.jpg,exact,NEL/Nel013.jpg,
472,471,derm,NFL/Nfl034.jpg,exact,NFL/Nfl034.jpg,
472,471,clinic,NFL/Nfl033.jpg,exact,NFL/Nfl033.jpg,
473,472,derm,NGL/Ngl086.jpg,exact,NGL/Ngl086.jpg,
473,472,clinic,NGL/Ngl085.jpg,exact,NGL/Ngl085.jpg,
474,473,derm,NGL/Ngl098.jpg,exact,NGL/Ngl098.jpg,
474,473,clinic,NGL/Ngl097.jpg,exact,NGL/Ngl097.jpg,
475,474,derm,NML/Nml045.jpg,exact,NML/Nml045.jpg,
475,474,clinic,NML/Nml044.jpg,exact,NML/Nml044.jpg,
476,475,derm,NML/Nml047.jpg,exact,NML/Nml047.jpg,
476,475,clinic,NML/Nml046.jpg,exact,NML/Nml046.jpg,
477,476,derm,A3l/Acl285.jpg,exact,A3l/Acl285.jpg,
477,476,clinic,A3l/Acl284.jpg,exact,A3l/Acl284.jpg,
478,477,derm,Gal/Gal216.jpg,exact,Gal/Gal216.jpg,
478,477,clinic,Gal/Gal215.jpg,exact,Gal/Gal215.jpg,
479,478,derm,Gal/Gal218.jpg,exact,Gal/Gal218.jpg,
479,478,clinic,Gal/Gal217.jpg,exact,Gal/Gal217.jpg,
480,479,derm,FAL/FAL022.JPG,exact,FAL/FAL022.JPG,
480,479,clinic,FAL/Fal021.jpg,exact,FAL/Fal021.jpg,
481,480,derm,FDL/Fdl062.jpg,exact,FDL/Fdl062.jpg,
481,480,clinic,FDL/Fdl061.jpg,exact,FDL/Fdl061.jpg,
482,481,derm,Gdl/Gdl100.jpg,exact,Gdl/Gdl100.jpg,
482,481,clinic,Gdl/Gdl099.jpg,exact,Gdl/Gdl099.jpg,
483,482,derm,Ggl/Ggl090.jpg,exact,Ggl/Ggl090.jpg,
483,482,clinic,Ggl/Ggl089.jpg,exact,Ggl/Ggl089.jpg,
484,483,derm,NCL/Ncl027.jpg,exact,NCL/Ncl027.jpg,
484,483,clinic,NCL/Ncl026.jpg,exact,NCL/Ncl026.jpg,
485,484,derm,NCL/Ncl071.jpg,exact,NCL/Ncl071.jpg,
485,484,clinic,NCL/Ncl072.jpg,exact,NCL/Ncl072.jpg,
486,485,derm,NCL/Ncl100.jpg,exact,NCL/Ncl100.jpg,
486,485,clinic,NCL/Ncl099.jpg,exact,NCL/Ncl099.jpg,
487,486,derm,NEL/Nel008.jpg,exact,NEL/Nel008.jpg,
487,486,clinic,NEL/NEL009.JPG,exact,NEL/NEL009.JPG,
488,487,derm,NEL/Nel010.jpg,exact,NEL/Nel010.jpg,
488,487,clinic,NEL/NEL011.JPG,exact,NEL/NEL011.JPG,
489,488,derm,NFL/Nfl036.jpg,exact,NFL/Nfl036.jpg,
489,488,clinic,NFL/Nfl035.jpg,exact,NFL/Nfl035.jpg,
490,489,derm,NML/Nml039.jpg,exact,NML/Nml039.jpg,
490,489,clinic,NML/Nml038.jpg,exact,NML/Nml038.jpg,
491,490,derm,A2l/Abl193.jpg,exact,A2l/Abl193.jpg,
491,490,clinic,A2l/Abl192.jpg,exact,A2l/Abl192.jpg,
492,491,derm,Adl/Adl377.jpg,exact,Adl/Adl377.jpg,
492,491,clinic,Adl/Adl376.jpg,exact,Adl/Adl376.jpg,
493,492,derm,Ael/Ael475.jpg,exact,Ael/Ael475.jpg,
493,492,clinic,Ael/Ael474.jpg,exact,Ael/Ael474.jpg,
494,493,derm,A2l/Abl183.jpg,exact,A2l/Abl183.jpg,
494,493,clinic,A2l/Abl182.jpg,exact,A2l/Abl182.jpg,
495,494,derm,Gal/Gal062.jpg,exact,Gal/Gal062.jpg,
495,494,clinic,Gal/Gal061.jpg,exact,Gal/Gal061.jpg,
496,495,derm,FFL/Ffl062.jpg,exact,FFL/Ffl062.jpg,
496,495,clinic,FFL/Ffl061.jpg,exact,FFL/Ffl061.jpg,
497,496,derm,FFL/Ffl096.jpg,exact,FFL/Ffl096.jpg,
497,496,clinic,FFL/Ffl095.jpg,exact,FFL/Ffl095.jpg,
498,497,derm,FDL/FDL016.JPG,exact,FDL/FDL016.JPG,
498,497,clinic,FDL/Fdl015.jpg,exact,FDL/Fdl015.jpg,
499,498,derm,FDL/FDL022.JPG,exact,FDL/FDL022.JPG,
499,498,clinic,FDL/Fdl021.jpg,exact,FDL/Fdl021.jpg,
500,499,derm,Ggl/Ggl002.jpg,exact,Ggl/Ggl002.jpg,
500,499,clinic,Ggl/Ggl001.jpg,exact,Ggl/Ggl001.jpg,
501,500,derm,NBL/Nbl080.jpg,exact,NBL/Nbl080.jpg,
501,500,clinic,NBL/Nbl079.jpg,exact,NBL/Nbl079.jpg,
502,501,derm,NEL/Nel005.jpg,exact,NEL/Nel005.jpg,
502,501,clinic,NEL/Nel006.jpg,exact,NEL/Nel006.jpg,
503,502,derm,NFL/Nfl042.jpg,exact,NFL/Nfl042.jpg,
503,502,clinic,NFL/Nfl041.jpg,exact,NFL/Nfl041.jpg,
504,503,derm,NFL/Nfl044.jpg,exact,NFL/Nfl044.jpg,
504,503,clinic,NFL/Nfl043.jpg,exact,NFL/Nfl043.jpg,
505,504,derm,NLL/Nll038.jpg,exact,NLL/Nll038.jpg,
505,504,clinic,NLL/Nll037.jpg,exact,NLL/Nll037.jpg,
506,505,derm,NLL/Nll040.jpg,exact,NLL/Nll040.jpg,
506,505,clinic,NLL/Nll039.jpg,exact,NLL/Nll039.jpg,
507,506,derm,NLL/Nll048.jpg,exact,NLL/Nll048.jpg,
507,506,clinic,NLL/NLL047.JPG,exact,NLL/NLL047.JPG,
508,507,derm,NLL/Nll050.jpg,exact,NLL/Nll050.jpg,
508,507,clinic,NLL/Nll049.jpg,exact,NLL/Nll049.jpg,
509,508,derm,NLL/NLL052.JPG,exact,NLL/NLL052.JPG,
509,508,clinic,NLL/Nll051.jpg,exact,NLL/Nll051.jpg,
510,509,derm,NLL/Nll056.jpg,exact,NLL/Nll056.jpg,
510,509,clinic,NLL/Nll055.jpg,exact,NLL/Nll055.jpg,
511,510,derm,NLL/Nll058.jpg,exact,NLL/Nll058.jpg,
511,510,clinic,NLL/Nll057.jpg,exact,NLL/Nll057.jpg,
512,511,derm,NLL/Nll088.jpg,exact,NLL/Nll088.jpg,
512,511,clinic,NLL/Nll087.jpg,exact,NLL/Nll087.jpg,
513,512,derm,NML/NML032.JPG,exact,NML/NML032.JPG,
513,512,clinic,NML/Nml031.jpg,exact,NML/Nml031.jpg,
514,513,derm,NML/Nml051.jpg,exact,NML/Nml051.jpg,
514,513,clinic,NML/Nml050.jpg,exact,NML/Nml050.jpg,
515,514,derm,NML/Nml063.jpg,exact,NML/Nml063.jpg,
515,514,clinic,NML/Nml062.jpg,exact,NML/Nml062.jpg,
516,515,derm,NML/Nml065.jpg,exact,NML/Nml065.jpg,
516,515,clinic,NML/Nml064.jpg,exact,NML/Nml064.jpg,
517,516,derm,A2l/Abl189.jpg,exact,A2l/Abl189.jpg,
517,516,clinic,A2l/Abl188.jpg,exact,A2l/Abl188.jpg,
518,517,derm,A3l/Acl203.jpg,exact,A3l/Acl203.jpg,
518,517,clinic,A3l/Acl202.jpg,exact,A3l/Acl202.jpg,
519,518,derm,A3l/Acl263.jpg,exact,A3l/Acl263.jpg,
519,518,clinic,A3l/Acl262.jpg,exact,A3l/Acl262.jpg,
520,519,derm,Adl/Adl331.jpg,exact,Adl/Adl331.jpg,
520,519,clinic,Adl/Adl330.jpg,exact,Adl/Adl330.jpg,
521,520,derm,Adl/Adl337bis.jpg,exact,Adl/Adl337bis.jpg,
521,520,clinic,Adl/Adl337.jpg,exact,Adl/Adl337.jpg,
522,521,derm,Ael/Ael521.jpg,exact,Ael/Ael521.jpg,
522,521,clinic,Ael/Ael520.jpg,exact,Ael/Ael520.jpg,
523,522,derm,Gzl/gzl68.jpg,exact,Gzl/gzl68.jpg,
523,522,clinic,Gzl/gzl67.jpg,exact,Gzl/gzl67.jpg,
524,523,derm,Gzl/gzl52.jpg,exact,Gzl/gzl52.jpg,
524,523,clinic,Gzl/gzl51.jpg,exact,Gzl/gzl51.jpg,
525,524,derm,Gal/Gal033.jpg,exact,Gal/Gal033.jpg,
525,524,clinic,Gal/Gal032.jpg,exact,Gal/Gal032.jpg,
526,525,derm,FBL/Fbl030.jpg,exact,FBL/Fbl030.jpg,
526,525,clinic,FBL/Fbl029.jpg,exact,FBL/Fbl029.jpg,
527,526,derm,FFL/Ffl042.jpg,exact,FFL/Ffl042.jpg,
527,526,clinic,FFL/Ffl041.jpg,exact,FFL/Ffl041.jpg,
528,527,derm,Ggl/Ggl008.jpg,exact,Ggl/Ggl008.jpg,
528,527,clinic,Ggl/Ggl007.jpg,exact,Ggl/Ggl007.jpg,
529,528,derm,Ggl/Ggl042.jpg,exact,Ggl/Ggl042.jpg,
529,528,clinic,Ggl/Ggl041.jpg,exact,Ggl/Ggl041.jpg,
530,529,derm,Ggl/Ggl044.jpg,exact,Ggl/Ggl044.jpg,
530,529,clinic,Ggl/Ggl043.jpg,exact,Ggl/Ggl043.jpg,
531,530,derm,Fgl/Fgl035.jpg,exact,Fgl/Fgl035.jpg,
531,530,clinic,Fgl/Fgl007.jpg,exact,Fgl/Fgl007.jpg,
532,531,derm,Fgl/Fgl020.jpg,exact,Fgl/Fgl020.jpg,
532,531,clinic,Fgl/Fgl019.jpg,exact,Fgl/Fgl019.jpg,
533,532,derm,Fll/Fll089.jpg,exact,Fll/Fll089.jpg,
533,532,clinic,Fll/Fll088.jpg,exact,Fll/Fll088.jpg,
534,533,derm,NFL/Nfl004.jpg,exact,NFL/Nfl004.jpg,
534,533,clinic,NFL/Nfl003.jpg,exact,NFL/Nfl003.jpg,
535,534,derm,A1l/Aal014.jpg,exact,A1l/Aal014.jpg,
535,534,clinic,A1l/Aal013.jpg,exact,A1l/Aal013.jpg,
536,535,derm,A1l/Aal018.jpg,exact,A1l/Aal018.jpg,
536,535,clinic,A1l/Aal017.jpg,exact,A1l/Aal017.jpg,
537,536,derm,A1l/Aal020.jpg,exact,A1l/Aal020.jpg,
537,536,clinic,A1l/Aal019.jpg,exact,A1l/Aal019.jpg,
538,537,derm,A2l/Abl197.jpg,exact,A2l/Abl197.jpg,
538,537,clinic,A2l/Abl196.jpg,exact,A2l/Abl196.jpg,
539,538,derm,A3l/Acl209.jpg,exact,A3l/Acl209.jpg,
539,538,clinic,A3l/Acl208.jpg,exact,A3l/Acl208.jpg,
540,539,derm,A3l/Acl211.jpg,exact,A3l/Acl211.jpg,
540,539,clinic,A3l/Acl210.jpg,exact,A3l/Acl210.jpg,
541,540,derm,A1l/Aal024.jpg,exact,A1l/Aal024.jpg,
541,540,clinic,A1l/Aal023.jpg,exact,A1l/Aal023.jpg,
542,541,derm,A3l/Acl231.jpg,exact,A3l/Acl231.jpg,
542,541,clinic,A3l/Acl230.jpg,exact,A3l/Acl230.jpg,
543,542,derm,A3l/Acl233.jpg,exact,A3l/Acl233.jpg,
543,542,clinic,A3l/Acl232.jpg,exact,A3l/Acl232.jpg,
544,543,derm,A1l/Aal028.jpg,exact,A1l/Aal028.jpg,
544,543,clinic,A1l/Aal027.jpg,exact,A1l/Aal027.jpg,
545,544,derm,A1l/Aal030.jpg,exact,A1l/Aal030.jpg,
545,544,clinic,A1l/Aal029.jpg,exact,A1l/Aal029.jpg,
